Date,Open,High,Low,Close,Adj Close,Volume
2021-10-18,128.2100067138672,130.86000061035156,128.1699981689453,130.0500030517578,130.0500030517578,1291200
2021-10-19,131.0,131.58999633789062,129.22999572753906,131.1699981689453,131.1699981689453,1638400
2021-10-20,130.27000427246094,133.39999389648438,129.36000061035156,132.99000549316406,132.99000549316406,1589400
2021-10-21,131.75,133.3800048828125,123.51000213623047,124.83999633789062,124.83999633789062,3793300
2021-10-22,125.13999938964844,127.25,124.38999938964844,125.18000030517578,125.18000030517578,2540400
2021-10-25,125.16999816894531,127.30000305175781,123.41000366210938,123.86000061035156,123.86000061035156,2395600
2021-10-26,124.77999877929688,125.08999633789062,122.76000213623047,123.0199966430664,123.0199966430664,2259200
2021-10-27,122.0199966430664,122.26000213623047,115.33000183105469,115.44000244140625,115.44000244140625,2826100
2021-10-28,115.48999786376953,116.48999786376953,113.5199966430664,114.8499984741211,114.8499984741211,2569400
2021-10-29,115.23999786376953,115.87000274658203,113.0,113.31999969482422,113.31999969482422,2622500
2021-11-01,114.5,115.54000091552734,114.20999908447266,114.66000366210938,114.66000366210938,2998900
2021-11-02,116.26000213623047,117.33000183105469,114.31999969482422,114.69000244140625,114.69000244140625,2130800
2021-11-03,114.01000213623047,117.4000015258789,114.01000213623047,115.83000183105469,115.83000183105469,1810800
2021-11-04,115.75,116.38999938964844,113.93000030517578,114.4800033569336,114.4800033569336,2128800
2021-11-05,115.66000366210938,117.73999786376953,115.62000274658203,116.47000122070312,116.47000122070312,1401600
2021-11-08,117.54000091552734,118.68000030517578,116.11000061035156,116.73999786376953,116.73999786376953,1187700
2021-11-09,115.9000015258789,116.83000183105469,114.37000274658203,116.80999755859375,116.80999755859375,1440900
2021-11-10,116.63999938964844,119.5999984741211,116.5199966430664,117.44000244140625,117.44000244140625,1480100
2021-11-11,117.44000244140625,119.12999725341797,117.11000061035156,118.5,118.5,1026900
2021-11-12,118.7699966430664,119.77999877929688,117.83000183105469,119.44000244140625,119.44000244140625,1133600
2021-11-15,119.29000091552734,120.61000061035156,117.86000061035156,118.18000030517578,118.18000030517578,1063300
2021-11-16,118.33999633789062,119.11000061035156,115.33999633789062,117.23999786376953,117.23999786376953,1586000
2021-11-17,116.9000015258789,117.5999984741211,115.08000183105469,115.37999725341797,115.37999725341797,1413200
2021-11-18,115.97000122070312,116.56999969482422,113.61000061035156,115.51000213623047,115.51000213623047,1385900
2021-11-19,114.7300033569336,115.91000366210938,112.44999694824219,114.37999725341797,114.37999725341797,1836100
2021-11-22,115.79000091552734,117.87999725341797,114.81999969482422,116.16999816894531,116.16999816894531,1625994
