Date,Open,High,Low,Close,Adj Close,Volume
2021-09-01,311.79998779296875,315.4599914550781,300.7900085449219,303.239990234375,303.239990234375,3085400
2021-09-02,306.5,306.8399963378906,285.3500061035156,287.4700012207031,287.4700012207031,5475100
2021-09-03,286.70001220703125,293.0,284.5,288.75,288.75,1819000
2021-09-07,290.760009765625,290.8900146484375,284.4800109863281,287.4599914550781,287.4599914550781,2177000
2021-09-08,286.45001220703125,289.80999755859375,284.79998779296875,289.55999755859375,289.55999755859375,1504300
2021-09-09,289.80999755859375,292.5,285.70001220703125,287.67999267578125,287.67999267578125,1444700
2021-09-10,288.6600036621094,290.5899963378906,284.1099853515625,284.42999267578125,284.42999267578125,1565100
2021-09-13,284.510009765625,286.2900085449219,278.4599914550781,281.2799987792969,281.2799987792969,1518100
2021-09-14,282.19000244140625,282.92999267578125,278.6000061035156,279.3500061035156,279.3500061035156,1278800
2021-09-15,280.5799865722656,287.29998779296875,278.55999755859375,286.6199951171875,286.6199951171875,1430000
2021-09-16,287.1099853515625,291.2099914550781,285.2200012207031,290.67999267578125,290.67999267578125,1433200
2021-09-17,290.8699951171875,292.20001220703125,286.5400085449219,288.1499938964844,288.1499938964844,2113600
2021-09-20,282.5199890136719,286.6600036621094,279.8399963378906,283.6000061035156,283.6000061035156,1168500
2021-09-21,285.7200012207031,286.1700134277344,282.0899963378906,283.19000244140625,283.19000244140625,719900
2021-09-22,283.8800048828125,288.7799987792969,283.6600036621094,286.4200134277344,286.4200134277344,1054800
2021-09-23,287.8599853515625,293.32000732421875,287.3999938964844,292.1600036621094,292.1600036621094,1061700
2021-09-24,290.5,295.3399963378906,290.5,294.6700134277344,294.6700134277344,1067700
2021-09-27,294.0,295.2900085449219,289.3399963378906,294.05999755859375,294.05999755859375,1677500
2021-09-28,288.6400146484375,291.5899963378906,283.75,287.8500061035156,287.8500061035156,1835800
2021-09-29,290.4200134277344,292.8800048828125,286.8999938964844,287.989990234375,287.989990234375,1163000
2021-09-30,290.3299865722656,292.57000732421875,284.9599914550781,285.1700134277344,285.1700134277344,1668500
2021-10-01,283.79998779296875,286.510009765625,279.7900085449219,284.05999755859375,284.05999755859375,1245700
2021-10-04,282.8699951171875,283.989990234375,271.0899963378906,272.92999267578125,272.92999267578125,1747700
2021-10-05,274.92999267578125,278.8500061035156,274.3500061035156,275.9800109863281,275.9800109863281,953700
2021-10-06,272.95001220703125,278.6600036621094,271.75,277.4200134277344,277.4200134277344,940600
2021-10-07,280.1300048828125,285.44000244140625,280.1300048828125,283.0199890136719,283.0199890136719,909500
2021-10-08,284.04998779296875,284.3599853515625,278.7300109863281,278.94000244140625,278.94000244140625,797300
2021-10-11,276.6499938964844,280.29998779296875,276.4100036621094,276.5400085449219,276.5400085449219,681000
2021-10-12,275.29998779296875,278.3800048828125,275.1099853515625,275.9100036621094,275.9100036621094,1117100
2021-10-13,278.6700134277344,284.4800109863281,278.6700134277344,283.45001220703125,283.45001220703125,883100
2021-10-14,286.8500061035156,289.94000244140625,286.010009765625,289.1700134277344,289.1700134277344,799200
2021-10-15,290.80999755859375,291.8800048828125,289.3500061035156,291.19000244140625,291.19000244140625,931700
2021-10-18,290.2099914550781,293.04998779296875,289.3599853515625,292.6700134277344,292.6700134277344,766500
2021-10-19,294.5400085449219,297.54998779296875,292.3399963378906,296.69000244140625,296.69000244140625,849500
2021-10-20,297.80999755859375,299.19000244140625,295.3900146484375,298.6400146484375,298.6400146484375,915100
2021-10-21,298.25,306.3500061035156,298.1099853515625,305.67999267578125,305.67999267578125,1099600
2021-10-22,306.0,312.4800109863281,305.67999267578125,308.5799865722656,308.5799865722656,1161900
2021-10-25,308.69000244140625,313.45001220703125,307.2699890136719,311.7900085449219,311.7900085449219,913400
2021-10-26,312.260009765625,315.0,311.95001220703125,312.79998779296875,312.79998779296875,979900
2021-10-27,313.3699951171875,314.9800109863281,307.5299987792969,308.510009765625,308.510009765625,865400
2021-10-28,309.2200012207031,317.6300048828125,308.70001220703125,317.1000061035156,317.1000061035156,932000
2021-10-29,315.5299987792969,318.739990234375,313.7099914550781,317.6099853515625,317.6099853515625,1061200
2021-11-01,318.5,319.739990234375,313.17999267578125,315.010009765625,315.010009765625,697600
2021-11-02,315.30999755859375,317.7300109863281,312.7699890136719,314.9200134277344,314.9200134277344,993000
2021-11-03,313.7099914550781,314.25,302.010009765625,308.3699951171875,308.3699951171875,1409200
2021-11-04,308.8599853515625,319.7200012207031,308.3800048828125,318.9700012207031,318.9700012207031,956300
