Date,Open,High,Low,Close,Adj Close,Volume
2021-10-18,81.38999938964844,82.20999908447266,80.79000091552734,81.23999786376953,81.23999786376953,1911800
2021-10-19,81.25,81.51000213623047,79.83999633789062,81.12000274658203,81.12000274658203,2425500
2021-10-20,81.2300033569336,82.19000244140625,80.4800033569336,80.52999877929688,80.52999877929688,1983200
2021-10-21,80.1500015258789,82.25,79.83999633789062,82.23999786376953,82.23999786376953,2606300
2021-10-22,86.5,88.97000122070312,85.0999984741211,87.2300033569336,87.2300033569336,5172600
2021-10-25,88.58999633789062,89.87000274658203,87.58000183105469,89.16000366210938,89.16000366210938,3979600
2021-10-26,87.76000213623047,89.0,85.94000244140625,88.06999969482422,88.06999969482422,3877500
2021-10-27,88.66999816894531,89.0,87.54000091552734,88.02999877929688,88.02999877929688,2154400
2021-10-28,88.48999786376953,89.98999786376953,88.48999786376953,89.55000305175781,89.55000305175781,1766100
2021-10-29,88.25,89.54000091552734,87.76000213623047,89.06999969482422,89.06999969482422,2702300
2021-11-01,89.55000305175781,93.25,89.45999908447266,91.9000015258789,91.9000015258789,2293400
2021-11-02,92.12999725341797,92.13999938964844,90.48999786376953,91.81999969482422,91.81999969482422,1754500
2021-11-03,92.19999694824219,94.81999969482422,91.91000366210938,93.45999908447266,93.45999908447266,2722000
2021-11-04,94.0,95.33000183105469,93.62999725341797,95.30000305175781,95.30000305175781,1375900
2021-11-05,95.69999694824219,97.36000061035156,95.52999877929688,96.75,96.75,1613500
2021-11-08,97.12000274658203,98.13999938964844,97.0,97.72000122070312,97.72000122070312,1275200
2021-11-09,97.69000244140625,99.5,96.88999938964844,99.29000091552734,99.29000091552734,2631900
2021-11-10,99.18000030517578,100.66999816894531,98.18000030517578,99.0199966430664,99.0199966430664,1876500
2021-11-11,99.1500015258789,106.68000030517578,99.0999984741211,105.26000213623047,105.26000213623047,5507400
2021-11-12,105.94000244140625,116.93000030517578,105.5999984741211,108.12000274658203,108.12000274658203,7775800
2021-11-15,108.19000244140625,108.30000305175781,105.20999908447266,105.66000366210938,105.66000366210938,3037300
2021-11-16,106.08999633789062,106.44999694824219,103.33000183105469,103.66000366210938,103.66000366210938,2918100
2021-11-17,103.66999816894531,104.5,100.36000061035156,100.88999938964844,100.88999938964844,3194800
2021-11-18,101.43000030517578,101.94000244140625,100.25,101.25,101.25,2736700
2021-11-19,101.87999725341797,102.81999969482422,100.6500015258789,100.77999877929688,100.77999877929688,1831300
